,series_name,metric,geo,genre_id,genre_name,value
333,q50,arpdau,GB,1156,multiplayer_store,0.004102952587200208
334,q50,arpdau,GB,2201,platformer_sub_arcade,0.004319061792387302
335,q50,arpdau,GB,2202,idler_sub_arcade,0.031663074901683456
336,q50,arpdau,GB,2203,shoot_em_up_sub_arcade,0.033129748422652004
337,q50,arpdau,GB,2204,other_arcade_sub_arcade,0.022743414745217738
338,q50,arpdau,GB,2205,tower_defense_sub_arcade,0.09698961642608393
339,q50,arpdau,GB,2206,board_games_sub_arcade,0.09204812333479753
340,q50,arpdau,GB,2303,music_band_sub_lifestyle,0.0016180809745488679
341,q50,arpdau,GB,2401,action_sub_puzzle,0.014323613273462729
342,q50,arpdau,GB,2402,match3_sub_puzzle,0.035568021864588774
343,q50,arpdau,GB,2403,other_sub_puzzle,0.041424790715508704
344,q50,arpdau,GB,2404,word_games_sub_puzzle,0.020136635419882816
345,q50,arpdau,GB,2405,trivia_games_sub_puzzle,0.013174305903323661
346,q50,arpdau,GB,2406,coloring_games_sub_puzzle,0.003014656937578981
347,q50,arpdau,GB,2407,hidden_objects_sub_puzzle,0.10928168168421251
348,q50,arpdau,GB,2501,adventures_sub_simulation,0.12170505839327148
349,q50,arpdau,GB,2503,tycoon_crafting_sub_simulation,0.1049033703468233
350,q50,arpdau,GB,2507,animal_pet_sub_simulation,0.011776224118572872
351,q50,arpdau,GB,3103,snipers_sub_shooter,0.027075904057702094
352,q50,arpdau,GB,3105,other_shooter_sub_shooter,0.16126086829939712
353,q50,arpdau,GB,3203,fighting_sub_rpg,0.016239971914708887
354,q50,arpdau,GB,3204,mmorpg_sub_rpg,0.07843532300134111
355,q50,arpdau,GB,3301,card_battlers_sub_card,0.10662566380272342
356,q50,arpdau,GB,3405,other_strategy_sub_strategy,0.5977132690375916
357,q50,arpdau,GB,3601,arcade_sports_sub_sports,0.011671784931692058
358,q50,arpdau,GB,3603,other_sports_sub_sports,0.19654172371565803
359,q50,arpdau,GB,3701,arcade_racing_sub_racing,0.05921850396132809
360,q50,arpdau,ID,1001,other_sub_hypercasual,0.009113565964794604
361,q50,arpdau,ID,1002,puzzle_sub_hypercasual,0.038593223148718755
362,q50,arpdau,ID,1003,idle_sub_hypercasual,0.08873792467382143
363,q50,arpdau,ID,1004,io_sub_hypercasual,0.006901047221399641
364,q50,arpdau,ID,1137,action_store,0.012233807265495285
365,q50,arpdau,ID,1138,adventure_store,0.004515665922422642
366,q50,arpdau,ID,1139,casual_store,0.005914170079071604
367,q50,arpdau,ID,1140,board_store,0.07068452928697959
368,q50,arpdau,ID,1141,card_store,0.045067025897923496
369,q50,arpdau,ID,1142,casino_store,0.0249609939336954
370,q50,arpdau,ID,1147,puzzle_store,0.008667433335882926
371,q50,arpdau,ID,1148,racing_store,0.0071807165707074155
372,q50,arpdau,ID,1149,role_playing_store,0.003970396751411944
373,q50,arpdau,ID,1150,simulation_store,0.010450462033755756
374,q50,arpdau,ID,1151,sports_store,0.023511947445563775
375,q50,arpdau,ID,1152,strategy_store,0.012259738924280832
376,q50,arpdau,ID,1153,trivia_store,0.007524042217711189
377,q50,arpdau,ID,1154,word_store,0.09740065410783376
378,q50,arpdau,ID,1155,arcade_store,0.00631792378550734
379,q50,arpdau,ID,1156,multiplayer_store,0.0008198410949067925
380,q50,arpdau,ID,2201,platformer_sub_arcade,0.03168966244799589
381,q50,arpdau,ID,2202,idler_sub_arcade,0.0648773503946318
382,q50,arpdau,ID,2203,shoot_em_up_sub_arcade,0.04740292449770011
383,q50,arpdau,ID,2204,other_arcade_sub_arcade,0.17949454531560988
384,q50,arpdau,ID,2205,tower_defense_sub_arcade,0.05484174373699761
385,q50,arpdau,ID,2206,board_games_sub_arcade,0.016922107605781406
386,q50,arpdau,ID,2303,music_band_sub_lifestyle,0.0005429534571329056
387,q50,arpdau,ID,2401,action_sub_puzzle,0.10037928681748026
388,q50,arpdau,ID,2402,match3_sub_puzzle,0.024193951769740624
389,q50,arpdau,ID,2403,other_sub_puzzle,0.014547642556090586
390,q50,arpdau,ID,2404,word_games_sub_puzzle,0.03835367127543358
391,q50,arpdau,ID,2406,coloring_games_sub_puzzle,0.036861135391518
392,q50,arpdau,ID,2407,hidden_objects_sub_puzzle,0.033491784453123605
393,q50,arpdau,ID,2501,adventures_sub_simulation,0.03537503677032844
394,q50,arpdau,ID,2503,tycoon_crafting_sub_simulation,0.05467171625586415
395,q50,arpdau,ID,2507,animal_pet_sub_simulation,0.0021262669866628716
396,q50,arpdau,ID,3103,snipers_sub_shooter,0.04422725240116893
397,q50,arpdau,ID,3105,other_shooter_sub_shooter,0.029478955578035596
